Mesto,Časť_mesta,Ulica,Súp._č.,Orient._č.,Popis,Rok_dokonč.,Vyrad.,Adresa,PSČ,Obývateľná,Mestská_oblasť,Index_domu,Kult._pam.,Mest._pam._rezervácia,Názov_pamiatky,Číslo_v_ústred._zozn._kult._pam.,Dátum_účinnosti_adresy_od,Typ_pamiatky,ID_druhu_stavby_podľa_katastra_nehnuteľností
Prešov,Prešov,Súľovská,14292 ,  12D     ,rodinný dom,2014,Nie,Súľovská 14292/12D,08001,Áno,Obvod II. - Sídlisko II.,7001920354,Nie,Nie,,,14.03.2014,,10
Prešov,Prešov,Súľovská, 7018 ,  13      ,rodinný dom,1990,Nie,Súľovská 7018/13,08001,Áno,Obvod II. - Sídlisko II.,37766828,Nie,Nie,,,,,10
Prešov,Prešov,Súľovská,14629 ,  14      ,rodinný dom,2016,Nie,Súľovská 14629/14,08001,Áno,Obvod II. - Sídlisko II.,710126218A,Nie,Nie,,,,,10
Prešov,Prešov,Súľovská, 4411 ,  15      ,rodinný dom,1976,Nie,Súľovská 4411/15,08001,Áno,Obvod II. - Sídlisko II.,25558082,Nie,Nie,,,,,10
Prešov,Prešov,Súľovská, 4412 ,  16      ,rodinný dom,1973,Nie,Súľovská 4412/16,08001,Áno,Obvod II. - Sídlisko II.,25558093,Nie,Nie,,,,,10
Prešov,Prešov,Súľovská, 9614 ,,rekreačná  chatka,1999,Nie,Súľovská súp. č. 9614,08001,Nie,Obvod II. - Sídlisko II.,25535884,Nie,Nie,,,,,
Prešov,Prešov,Súľovská,13185 ,,hospodárska budova,2007,Nie,Súľovská súp. č. 13185,08001,Nie,Obvod II. - Sídlisko II.,7000731881,Nie,Nie,,,,,2
Prešov,Prešov,Súľovská,13186 ,,garáž,2007,Nie,Súľovská súp. č. 13186,08001,Nie,Obvod II. - Sídlisko II.,7000731903,Nie,Nie,,,,,7
Prešov,Prešov,Súľovská,14591 ,,dvojgaráž,2016,Nie,Súľovská súp. č. 14591,08001,Nie,Obvod II. - Sídlisko II.,10792903,Nie,Nie,,,08.04.2016,,7
Prešov,Prešov,Surdok, 6104 ,   1      ,rodinný dom,,Nie,Surdok 6104/1,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,25582733,Nie,Nie,,,,,10
Prešov,Prešov,Surdok, 6105 ,   2      ,rodinný dom,,Nie,Surdok 6105/2,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,25582744,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,14062 ,   2A     ,rodinný dom,2012,Nie,Surdok 14062/2A,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7001463546,Nie,Nie,,,04.10.2012,,10
Prešov,Prešov,Surdok, 6106 ,   3      ,rodinný dom,1937,Nie,Surdok 6106/3,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,25582755,Nie,Nie,,,,,10
Prešov,Prešov,Surdok, 6107 ,   4      ,rodinný dom,1945,Nie,Surdok 6107/4,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,25582766,Nie,Nie,,,,,10
Prešov,Prešov,Surdok, 6108 ,   5      ,rodinný dom,,Nie,Surdok 6108/5,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,25582777,Nie,Nie,,,,,10
Prešov,Prešov,Surdok, 6109 ,   6      ,rodinný dom,1952,Nie,Surdok 6109/6,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,25582788,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,13474 ,   6A     ,rodinný dom,2009,Nie,Surdok 13474/6A,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,700096660A,Nie,Nie,,,,,10
Prešov,Prešov,Surdok, 6110 ,   7      ,rodinný dom,1960,Nie,Surdok 6110/7,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,25582799,Nie,Nie,,,,,10
Prešov,Prešov,Surdok, 6111 ,   8      ,neurčená,1960,Nie,Surdok 6111/8,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,2558280A,Nie,Nie,,,,,20
Prešov,Prešov,Surdok, 6112 ,   9      ,rodinný dom,1984,Nie,Surdok 6112/9,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,25582095,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,12348 ,   9A     ,rodinný dom,2004,Nie,Surdok 12348/9A,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7000013163,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,15432 ,   9B     ,rodinný dom,2021,Nie,Surdok 15432/9B,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7102518533,Nie,Nie,,,05.08.2021,,10
Prešov,Prešov,Surdok, 6113 ,  10      ,rodinný dom,1945,Nie,Surdok 6113/10,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,25582106,Nie,Nie,,,,,10
Prešov,Prešov,Surdok, 8714 ,  11      ,rodinný dom,1999,Nie,Surdok 8714/11,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,6701027828,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,14959 ,  12      ,rodinný dom,2018,Nie,Surdok 14959/12,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7101837094,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,14671 ,  13      ,rodinný dom,2016,Nie,Surdok 14671/13,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7101397908,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,13937 ,  14      ,rodinný dom,2011,Nie,Surdok 13937/14,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7001332008,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,13865 ,  15      ,rodinný dom,2011,Nie,Surdok 13865/15,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7001274093,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,13864 ,  15A     ,záhradný dom,2011,Nie,Surdok 13864/15A,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7001823609,Nie,Nie,,,03.12.2013,,19
Prešov,Prešov,Surdok,15127 ,  15D     ,rodinný dom,2019,Nie,Surdok 15127/15D,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7102070910,Nie,Nie,,,27.11.2019,,10
Prešov,Prešov,Surdok,15448 ,  15E     ,rodinný dom,2021,Nie,Surdok 15448/15E,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7102538586,Nie,Nie,,,08.09.2021,,10
Prešov,Prešov,Surdok,14137 ,  17      ,rodinný dom,2013,Nie,Surdok 14137/17,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7001514245,Nie,Nie,,,21.03.2013,,10
Prešov,Prešov,Surdok,15466 ,  17A     ,rodinný dom,2021,Nie,Surdok 15466/17A,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7102551170,Nie,Nie,,,27.09.2021,,10
Prešov,Prešov,Surdok,12987 ,  19      ,rodinný dom,2007,Nie,Surdok 12987/19,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7000582424,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,13470 ,  19A     ,stolárska dielňa,2009,Nie,Surdok 13470/19A,08001,Nie,Obvod III. - smer na Sabinov a Nižná Šebastová,7000963310,Nie,Nie,,,,,1
Prešov,Prešov,Surdok,12871 ,  20      ,rodinný dom,2006,Nie,Surdok 12871/20,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7000494105,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,12684 ,  22      ,rodinný dom,2005,Nie,Surdok 12684/22,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7000301418,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,12932 ,  24      ,rodinný dom,2006,Nie,Surdok 12932/24,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7000534860,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,14633 ,  30      ,rodinný dom,2016,Nie,Surdok 14633/30,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7101277920,Nie,Nie,,,07.10.2016,,10
Prešov,Prešov,Surdok,15101 ,  30B     ,rodinný dom,2019,Nie,Surdok 15101/30B,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7102035798,Nie,Nie,,,08.10.2019,,10
Prešov,Prešov,Surdok,15122 ,  30D     ,rodinný dom,2019,Nie,Surdok 15122/30D,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7102067720,Nie,Nie,,,21.11.2019,,10
Prešov,Prešov,Surdok,14872 ,  32      ,rodinný dom,2018,Nie,Surdok 14872/32,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7101682368,Nie,Nie,,,05.04.2018,,10
Prešov,Prešov,Surdok,14930 ,  32A     ,rodinný dom,2018,Nie,Surdok 14930/32A,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7101794579,Nie,Nie,,,26.09.2018,,10
Prešov,Prešov,Surdok,13208 ,  34      ,rodinný dom,2008,Nie,Surdok 13208/34,08001,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,700075815A,Nie,Nie,,,,,10
Prešov,Prešov,Surdok,12863 ,,hospodárska budova s garážou,2006,Nie,Surdok súp. č. 12863,08001,Nie,Obvod III. - smer na Sabinov a Nižná Šebastová,12863,Nie,Nie,,,,,7
Prešov,Prešov,Surdok,12933 ,,garáž,2006,Nie,Surdok súp. č. 12933,08001,Nie,Obvod III. - smer na Sabinov a Nižná Šebastová,7000534849,Nie,Nie,,,,,7
Prešov,Solivar,Suvorovova, 1149 ,   1      ,rodinný dom,,Nie,Suvorovova 1149/1,08005,Áno,Obvod V.  - Solivar a Šváby,25625737,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1157 ,   2      ,neurčená,,Nie,Suvorovova 1157/2,08005,Nie,Obvod V.  - Solivar a Šváby,2562603A,Nie,Nie,,,,,20
Prešov,Solivar,Suvorovova, 1150 ,   3      ,rodinný dom,1900,Nie,Suvorovova 1150/3,08005,Áno,Obvod V.  - Solivar a Šváby,25625248,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1158 ,   4      ,rodinný dom,1966,Nie,Suvorovova 1158/4,08005,Áno,Obvod V.  - Solivar a Šváby,25626040,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova,12166 ,   4A     ,administratívna budova,1980,Nie,Suvorovova 12166/4A,08001,Nie,Obvod V.  - Solivar a Šváby,6701071850,Nie,Nie,,,,,15
Prešov,Solivar,Suvorovova, 1151 ,   5      ,rodinný dom,1850,Nie,Suvorovova 1151/5,08005,Áno,Obvod V.  - Solivar a Šváby,25625259,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1159 ,   6      ,rodinný dom,1940,Nie,Suvorovova 1159/6,08005,Áno,Obvod V.  - Solivar a Šváby,25626051,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1152 ,   7      ,rodinný dom,,Nie,Suvorovova 1152/7,08005,Áno,Obvod V.  - Solivar a Šváby,25625985,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova,14963 ,   7A     ,rodinný dom,2018,Nie,Suvorovova 14963/7A,08005,Áno,Obvod V.  - Solivar a Šváby,7101841340,Nie,Nie,,,04.12.2018,,10
Prešov,Solivar,Suvorovova, 1160 ,   8      ,rodinný dom,,Nie,Suvorovova 1160/8,08005,Áno,Obvod V.  - Solivar a Šváby,25626073,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1153 ,   9      ,rodinný dom,,Nie,Suvorovova 1153/9,08005,Áno,Obvod V.  - Solivar a Šváby,25625996,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 6609 ,  10      ,rodinný dom,1984,Nie,Suvorovova 6609/10,08005,Áno,Obvod V.  - Solivar a Šváby,7000467859,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova,13309 ,  10A     ,rodinný dom,2008,Nie,Suvorovova 13309/10A,08005,Nie,Obvod V.  - Solivar a Šváby,13309,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1154 ,  11      ,rodinný dom,1973,Nie,Suvorovova 1154/11,08005,Áno,Obvod V.  - Solivar a Šváby,25626007,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1162 ,  12      ,rodinný dom,1973,Nie,Suvorovova 1162/12,08005,Áno,Obvod V.  - Solivar a Šváby,25626095,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova,13265 ,  12A     ,rodinný dom,1976,Nie,Suvorovova 13265/12A,08005,Áno,Obvod V.  - Solivar a Šváby,5407012457,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova,12939 ,  12B     ,rodinný dom,2007,Nie,Suvorovova 12939/12B,08005,Áno,Obvod V.  - Solivar a Šváby,7000538380,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova,13196 ,  13      ,rodinný dom,2007,Nie,Suvorovova 13196/13,08005,Áno,Obvod V.  - Solivar a Šváby,7000756950,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1163 ,  14      ,rodinný dom,1976,Nie,Suvorovova 1163/14,08005,Áno,Obvod V.  - Solivar a Šváby,25626106,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova,13139 ,  14A     ,rodinný dom,1904,Nie,Suvorovova 13139/14A,08005,Áno,Obvod V.  - Solivar a Šváby,7000709320,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1164 ,  16      ,rodinný dom,,Nie,Suvorovova 1164/16,08005,Áno,Obvod V.  - Solivar a Šváby,25626117,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova,14060 ,  16A     ,rodinný dom,2012,Nie,Suvorovova 14060/16A,08005,Áno,Obvod V.  - Solivar a Šváby,7001469134,Nie,Nie,,,09.10.2012,,10
Prešov,Solivar,Suvorovova, 1156 ,  17      ,sklad,,Nie,Suvorovova 1156/17,08005,Nie,Obvod V.  - Solivar a Šváby,25626029,Nie,Nie,,,,,20
Prešov,Solivar,Suvorovova, 1165 ,  18      ,rodinný dom,,Nie,Suvorovova 1165/18,08005,Áno,Obvod V.  - Solivar a Šváby,25626128,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1166 ,  20      ,rodinný dom,1938,Nie,Suvorovova 1166/20,08005,Áno,Obvod V.  - Solivar a Šváby,25626139,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1167 ,  22      ,rodinný dom,,Nie,Suvorovova 1167/22,08005,Áno,Obvod V.  - Solivar a Šváby,2562614A,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1168 ,  24      ,rodinný dom,,Nie,Suvorovova 1168/24,08005,Áno,Obvod V.  - Solivar a Šváby,25626150,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1169 ,  26      ,rodinný dom,,Nie,Suvorovova 1169/26,08005,Áno,Obvod V.  - Solivar a Šváby,25626161,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1170 ,  28      ,rodinný dom,,Nie,Suvorovova 1170/28,08005,Áno,Obvod V.  - Solivar a Šváby,25626172,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova,15336 ,  30      ,rodinný dom,2021,Nie,Suvorovova 15336/30,08005,Áno,Obvod V.  - Solivar a Šváby,7102396345,Nie,Nie,,,09.02.2021,,10
Prešov,Solivar,Suvorovova, 1171 ,  32      ,rodinný dom,,Nie,Suvorovova 1171/32,08005,Áno,Obvod V.  - Solivar a Šváby,25626183,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 1172 ,  34      ,neurčená,1974,Nie,Suvorovova 1172/34,08005,Áno,Obvod V.  - Solivar a Šváby,25626194,Nie,Nie,,,,,20
Prešov,Solivar,Suvorovova, 1173 ,  38      ,rodinný dom,,Nie,Suvorovova 1173/38,08005,Áno,Obvod V.  - Solivar a Šváby,25626216,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova,12457 ,  44      ,rodinný dom,2004,Nie,Suvorovova 12457/44,08005,Áno,Obvod V.  - Solivar a Šváby,7000064104,Nie,Nie,,,,,10
Prešov,Solivar,Suvorovova, 8222 ,,garáž,,Nie,Suvorovova súp. č. 8222,08005,Nie,Obvod V.  - Solivar a Šváby,670101057A,Nie,Nie,,,,,7
Prešov,Solivar,Suvorovova,12169 ,,výrobná hala - prevádzková budova,1980,Nie,Suvorovova súp. č. 12169,08001,Nie,Obvod V.  - Solivar a Šváby,6701071916,Nie,Nie,,,,,1
Prešov,Solivar,Suvorovova,14259 ,,garáž,2014,Nie,Suvorovova súp. č. 14259,08005,Nie,Obvod V.  - Solivar a Šváby,7001876728,Nie,Nie,,,10.01.2014,,7
Prešov,Prešov,Svätoplukova, 3225 ,   2      ,budova s nebytovými priestormi,1923,Nie,Svätoplukova 3225/2,08001,Nie,Obvod IV. - stred mesta,25544123,Nie,Nie,,,,,
Prešov,Prešov,Svätoplukova,12081 ,   2A     ,nebytové priestory,1923,Nie,Svätoplukova 12081/2A,08001,Nie,Obvod IV. - stred mesta,6701068759,Nie,Nie,,,,,20
Prešov,Prešov,Svätoplukova, 3226 ,   3      ,dom meštiansky,1923,Nie,Svätoplukova 3226/3,08001,Áno,Obvod IV. - stred mesta,25544134,Áno,Nie,Dom meštiansky,11082/0,,meštiansky dom,20
Prešov,Prešov,Svätoplukova, 3223 ,   4      ,kultúrna budova,1894,Nie,Svätoplukova 3223/4,08001,Nie,Obvod IV. - stred mesta,25544101,Nie,Nie,,,,,16
Prešov,Prešov,Svätoplukova, 3227 ,   5      ,neurčená,,Nie,Svätoplukova 3227/5,08001,Áno,Obvod IV. - stred mesta,25544145,Nie,Nie,,,,,10
Prešov,Prešov,Svätoplukova,12434 ,   5A     ,rodinný dom,1838,Nie,Svätoplukova 12434/5A,08001,Áno,Obvod IV. - stred mesta,700005217A,Nie,Nie,,,,,10
Prešov,Prešov,Svätoplukova, 3228 ,   6      ,prevádzková budova,,Nie,Svätoplukova 3228/6,08001,Nie,Obvod IV. - stred mesta,25544156,Nie,Nie,,,,,14
Prešov,Prešov,Svätoplukova, 8232 ,   6A     ,obchodná budova,1923,Nie,Svätoplukova 8232/6A,08001,Nie,Obvod IV. - stred mesta,6701011207,Nie,Nie,,,,,14
Prešov,Prešov,Svätoplukova, 3229 ,   7      ,obchodná budova,,Nie,Svätoplukova 3229/7,08001,Áno,Obvod IV. - stred mesta,25544167,Nie,Nie,,,,,14
Prešov,Prešov,Svätoplukova, 3229 ,   7A     ,obchodná budova,,Nie,Svätoplukova 3229/7A,08001,Nie,Obvod IV. - stred mesta,5407021268,Nie,Nie,,,,,14
Prešov,Prešov,Svätoplukova, 3230 ,   8      ,predajňa - dom meštiansky,,Nie,Svätoplukova 3230/8,08001,Nie,Obvod IV. - stred mesta,25544178,Áno,Nie,Dom meštiansky,11083/0,,meštiansky dom,22
Prešov,Prešov,Svätoplukova, 3231 ,   9      ,predajňa,1907,Nie,Svätoplukova 3231/9,08001,Nie,Obvod IV. - stred mesta,25544189,Nie,Nie,,,,,14
Prešov,Prešov,Svätoplukova, 3233 ,  11      ,cirkevná budova,,Nie,Svätoplukova 3233/11,08001,Áno,Obvod IV. - stred mesta,25543584,Áno,Nie,Altánok,11017/0,,altánok,17
Prešov,Prešov,Svätoplukova, 3234 ,  12      ,cirkevná budova + 6. byt. jednotky,,Nie,Svätoplukova 3234/12,08001,Áno,Obvod IV. - stred mesta,25543595,Nie,Nie,,,,,17
Prešov,Prešov,Šafárikova, 5911 ,   1      ,bytový dom,1957,Nie,Šafárikova 5911/1,08001,Áno,Obvod IV. - stred mesta,25580566,Nie,Nie,,,,,9
Prešov,Prešov,Šafárikova, 5930 ,   2      ,škola,1968,Nie,Šafárikova 5930/2,08001,Nie,Obvod IV. - stred mesta,25580082,Nie,Nie,,,,,11
Prešov,Prešov,Šafárikova,12288 ,   2A     ,"obchodno-distribučné centrum  UNIPHARMA,a.s. pobočka Prešov",2004,Nie,Šafárikova 12288/2A,08001,Nie,Obvod IV. - stred mesta,6701076470,Nie,Nie,,,,,22
Prešov,Prešov,Šafárikova, 5911 ,   3      ,bytový dom,1957,Nie,Šafárikova 5911/3,08001,Áno,Obvod IV. - stred mesta,25580577,Nie,Nie,,,,,9
Prešov,Prešov,Šafárikova, 5931 ,   4      ,rodinný dom,1958,Nie,Šafárikova 5931/4,08001,Áno,Obvod IV. - stred mesta,25580093,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5911 ,   5      ,bytový dom,1957,Nie,Šafárikova 5911/5,08001,Áno,Obvod IV. - stred mesta,25580588,Nie,Nie,,,,,9
Prešov,Prešov,Šafárikova, 5932 ,   6      ,rodinný dom,1956,Nie,Šafárikova 5932/6,08001,Áno,Obvod IV. - stred mesta,25580104,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5911 ,   7      ,bytový dom,1957,Nie,Šafárikova 5911/7,08001,Áno,Obvod IV. - stred mesta,25580599,Nie,Nie,,,,,9
Prešov,Prešov,Šafárikova, 5933 ,   8      ,neurčená,,Nie,Šafárikova 5933/8,08001,Áno,Obvod IV. - stred mesta,25580115,Nie,Nie,,,,,20
Prešov,Prešov,Šafárikova, 5911 ,   9      ,bytový dom,1957,Nie,Šafárikova 5911/9,08001,Áno,Obvod IV. - stred mesta,2558060A,Nie,Nie,,,,,9
Prešov,Prešov,Šafárikova, 5934 ,  10      ,rodinný dom,1954,Nie,Šafárikova 5934/10,08001,Áno,Obvod IV. - stred mesta,25580126,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova,14876 ,  10A     ,rodinný dom,2016,Nie,Šafárikova 14876/10A,08001,Áno,Obvod IV. - stred mesta,7101691025,Nie,Nie,,,23.04.2018,,10
Prešov,Prešov,Šafárikova, 5912 ,  11      ,bytový dom,1957,Nie,Šafárikova 5912/11,08001,Áno,Obvod IV. - stred mesta,25580610,Nie,Nie,,,,,9
Prešov,Prešov,Šafárikova, 5935 ,  12      ,rodinný dom,1934,Nie,Šafárikova 5935/12,08001,Áno,Obvod IV. - stred mesta,25580137,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5913 ,  13      ,bytový dom,1957,Nie,Šafárikova 5913/13,08001,Áno,Obvod IV. - stred mesta,25580621,Nie,Nie,,,,,9
Prešov,Prešov,Šafárikova, 5936 ,  14      ,neurčená,,Nie,Šafárikova 5936/14,08001,Áno,Obvod IV. - stred mesta,25580148,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 6390 ,  14A     ,rodinný dom,1981,Nie,Šafárikova 6390/14A,08001,Áno,Obvod IV. - stred mesta,25584889,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5913 ,  15      ,bytový dom,1957,Nie,Šafárikova 5913/15,08001,Áno,Obvod IV. - stred mesta,25580632,Nie,Nie,,,,,9
Prešov,Prešov,Šafárikova, 5937 ,  16      ,rodinný dom,,Nie,Šafárikova 5937/16,08001,Áno,Obvod IV. - stred mesta,25580159,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5913 ,  17      ,bytový dom,1957,Nie,Šafárikova 5913/17,08001,Áno,Obvod IV. - stred mesta,25580643,Nie,Nie,,,,,9
Prešov,Prešov,Šafárikova, 5938 ,  18      ,rodinný dom,1938,Nie,Šafárikova 5938/18,08001,Áno,Obvod IV. - stred mesta,2558016A,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5913 ,  19      ,bytový dom,1957,Nie,Šafárikova 5913/19,08001,Áno,Obvod IV. - stred mesta,25580654,Nie,Nie,,,,,9
Prešov,Prešov,Šafárikova, 5939 ,  20      ,rodinný dom,1939,Nie,Šafárikova 5939/20,08001,Áno,Obvod IV. - stred mesta,25580170,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5913 ,  21      ,bytový dom,1957,Nie,Šafárikova 5913/21,08001,Áno,Obvod IV. - stred mesta,25580665,Nie,Nie,,,,,9
Prešov,Prešov,Šafárikova, 5940 ,  22      ,neurčená,1936,Nie,Šafárikova 5940/22,08001,Áno,Obvod IV. - stred mesta,25580181,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5914 ,  23      ,neurčená,,Nie,Šafárikova 5914/23,08001,Áno,Obvod IV. - stred mesta,25580676,Nie,Nie,,,,,20
Prešov,Prešov,Šafárikova, 5941 ,  24      ,neurčená,,Nie,Šafárikova 5941/24,08001,Áno,Obvod IV. - stred mesta,25580192,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5915 ,  25      ,neurčená,1958,Nie,Šafárikova 5915/25,08001,Áno,Obvod IV. - stred mesta,25580687,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5942 ,  26      ,rodinný dom,,Nie,Šafárikova 5942/26,08001,Áno,Obvod IV. - stred mesta,25580203,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5916 ,  27      ,neurčená,,Nie,Šafárikova 5916/27,08001,Áno,Obvod IV. - stred mesta,25580698,Nie,Nie,,,,,20
Prešov,Prešov,Šafárikova, 5943 ,  28      ,rodinný dom,1938,Nie,Šafárikova 5943/28,08001,Áno,Obvod IV. - stred mesta,25580214,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5917 ,  29      ,rodinný dom,1958,Nie,Šafárikova 5917/29,08001,Áno,Obvod IV. - stred mesta,25580709,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5944 ,  30      ,rodinný dom,,Nie,Šafárikova 5944/30,08001,Áno,Obvod IV. - stred mesta,25580225,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5918 ,  31      ,neurčená,,Nie,Šafárikova 5918/31,08001,Áno,Obvod IV. - stred mesta,2558071A,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5945 ,  32      ,neurčená,1956,Nie,Šafárikova 5945/32,08001,Áno,Obvod IV. - stred mesta,25580236,Nie,Nie,,,,,20
Prešov,Prešov,Šafárikova, 5919 ,  33      ,neurčená,,Nie,Šafárikova 5919/33,08001,Áno,Obvod IV. - stred mesta,25580720,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5946 ,  34      ,rodinný dom,1926,Nie,Šafárikova 5946/34,08001,Áno,Obvod IV. - stred mesta,25580247,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5920 ,  35      ,rodinný dom,1952,Nie,Šafárikova 5920/35,08001,Áno,Obvod IV. - stred mesta,25579983,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5947 ,  36      ,neurčená,,Nie,Šafárikova 5947/36,08001,Áno,Obvod IV. - stred mesta,25580258,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5921 ,  37      ,rodinný dom,1958,Nie,Šafárikova 5921/37,08001,Áno,Obvod IV. - stred mesta,25579994,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5948 ,  38      ,rodinný dom,1965,Nie,Šafárikova 5948/38,08001,Áno,Obvod IV. - stred mesta,25580269,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5922 ,  39      ,administratívna budova,1955,Nie,Šafárikova 5922/39,08001,Áno,Obvod IV. - stred mesta,25580005,Nie,Nie,,,,,15
Prešov,Prešov,Šafárikova,14579 ,  39A     ,rodinný dom,,Nie,Šafárikova 14579/39A,08001,Áno,Obvod IV. - stred mesta,10617695,Nie,Nie,,,,,10
Prešov,Prešov,Šafárikova, 5949 ,  40      ,prevádzková budova,1969,Nie,Šafárikova 5949/40,08001,Áno,Obvod IV. - stred mesta,2558027A,Nie,Nie,,,,,14
