Mesto,Časť_mesta,Ulica,Súp._č.,Orient._č.,Popis,Rok_dokonč.,Vyrad.,Adresa,PSČ,Obývateľná,Mestská_oblasť,Index_domu,Kult._pam.,Mest._pam._rezervácia,Názov_pamiatky,Číslo_v_ústred._zozn._kult._pam.,Dátum_účinnosti_adresy_od,Typ_pamiatky,ID_druhu_stavby_podľa_katastra_nehnuteľností
Prešov,Prešov,Hlavná, 2941 , 141      ,kostol - konkatedrála sv. Mikuláša,,Nie,Hlavná 2941/141,08001,Nie,Obvod IV. - stred mesta,25540889,Áno,Áno,Kostol rím. kat. sv. Mikuláša,3301/1,,kostol,17
Prešov,Prešov,Hlavná, 2871 ,   1A     ,gréckokatolícky katedrálny chrám sv. Jána Krstiteľa,1300,Nie,Hlavná 2871/1A,08001,Nie,Obvod IV. - stred mesta,25540064,Nie,Nie,,,,,17
Prešov,Prešov,Hlavná, 2942 , 143      ,evanjelický a. v. chrám sv. Trojice,,Nie,Hlavná 2942/143,08001,Nie,Obvod IV. - stred mesta,2554089A,Nie,Nie,,,,,17
Prešov,Prešov,Jarková, 3123 , 103      ,"ortodoxná židovská synagóga
",,Nie,Jarková 3123/103,08001,Áno,Obvod IV. - stred mesta,25542561,Áno,Nie,Synagóga ortodoxná,3350/0,,synagóga,17
Prešov,Prešov,Metodova, 3346 ,  19      ,vodárenska veža - WATER TOWN,1972,Nie,Metodova 3346/19,08001,Nie,Obvod IV. - stred mesta,25545366,Nie,Nie,,,,,22
Prešov,Prešov,Jarková,13090 ,  28A     ,Caraffova väznica,1509,Nie,Jarková 13090/28A,08001,Nie,Obvod IV. - stred mesta,7000668950,Áno,Áno,Caraffova väznica,1440/2,,väznica,16
Prešov,Prešov,Hlavná, 2907 ,  73      ,"radnica, administratívna budova",1887,Nie,Hlavná 2907/73,08001,Áno,Obvod IV. - stred mesta,25541186,Áno,Áno,Mestská radnica,1440/1,,radnica,15
Prešov,Prešov,Hlavná, 2953 ,  22      ,palác Klobušických,,Nie,Hlavná 2953/22,08001,Áno,Obvod IV. - stred mesta,25541659,Áno,Nie,Dom meštiansky,3194/0,,meštiansky dom,
Prešov,Prešov,Hlavná, 2985 ,  86      ,Rákocziho palác - meštiansky dom,,Nie,Hlavná 2985/86,08001,Nie,Obvod IV. - stred mesta,25541329,Áno,Nie,Dom meštiansky,3256/0,,meštiansky dom,
Prešov,Prešov,Levočská, 6114 ,   1      ,"Bosáková banka, knižnica P.O.Hviezdoslava",1924,Nie,Levočská 6114/1,08001,Nie,Obvod IV. - stred mesta,25582117,Áno,Nie,Banka - Bosáková banka,3331/0,,banka,11
Prešov,Prešov,Hlavná, 2940 , 139      ,"stará mestská škola, bývalá knižnica P.O.Hviezdoslava",1900,Nie,Hlavná 2940/139,08001,Nie,Obvod IV. - stred mesta,25540878,Nie,Nie,,,,,15
Prešov,Prešov,Hlavná, 6395 ,  50A     ,"kultúrna budova - PKO, Čierny orol",1890,Nie,Hlavná 6395/50A,08001,Nie,Obvod IV. - stred mesta,25584955,Áno,Nie,Dvorana divadelná pamätná,2063/1,,divadlo,16
Prešov,Prešov,Slovenská, 3279 ,  40      ,historická budova - Župný dom,1780,Nie,Slovenská 3279/40,08001,Nie,Obvod IV. - stred mesta,25544662,Nie,Nie,,,,,
Prešov,Prešov,Františkánske námestie, 3239 ,   2      ,františkánsky kostol sv. Jozefa,1900,Nie,Františkánske námestie 3239/2,08001,Nie,Obvod IV. - stred mesta,2554364A,Nie,Nie,,,,,
Prešov,Prešov,Hlavná, 2870 ,   1      ,"gréckokatolícky biskupský palác, rezidencia",1300,Nie,Hlavná 2870/1,08001,Áno,Obvod IV. - stred mesta,25540053,Nie,Nie,,,,,
Prešov,Prešov,Hlavná, 2982 ,  80      ,dom meštiansky pamätný,,Nie,Hlavná 2982/80,08001,Áno,Obvod IV. - stred mesta,25541296,Áno,Áno,Dom meštiansky pamätný,11078/1,,meštiansky dom,22
Prešov,Prešov,Hlavná, 2939 , 137      ,budova evanjelického Kolégia,,Nie,Hlavná 2939/137,08001,Áno,Obvod IV. - stred mesta,25540856,Áno,Áno,Evanjelické kolégium,1449/1,,kolégium,15
Prešov,Prešov,Slávičia, 4242 ,  13      ,"Kalvária, kostol sv. Kríža",1753,Nie,Slávičia 4242/13,08001,Nie,Obvod II. - Sídlisko II.,25557037,Nie,Nie,,,,,
Prešov,Prešov,Konštantínova, 3319 ,   7      ,neologická synagóga,,Nie,Konštantínova 3319/7,08001,Nie,Obvod IV. - stred mesta,25544420,Nie,Nie,,,,,17
Prešov,Solivar,Pod Hrádkom,11421 ,,Kostol r.k.sv. Štefana s opevnením,1728,Nie,Pod Hrádkom súp. č. 11421,08005,Nie,Obvod V.  - Solivar a Šváby,6701046088,Áno,Nie,"Hrad - Soľný hrádok, kostol r.k.sv. Štefana, s opevnením",368/1-3,,kostol,17
Prešov,Prešov,Svätoplukova, 3224 ,   1      ,"cukráreň Viktória, bývalá kaviareň Berger",1900,Nie,Svätoplukova 3224/1,08001,Áno,Obvod IV. - stred mesta,25544112,Nie,Nie,,,11.08.2021,,20
Prešov,Prešov,Baštová, 3182 ,  32      ,škola a administratívna budova,1974,Nie,Baštová 3182/32,08001,Áno,Obvod IV. - stred mesta,25543067,Nie,Nie,,,,,11
Prešov,Nižná Šebastová,Agátová, 7949 ,   1      ,rodinný dom,1997,Nie,Agátová 7949/1,08006,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,6701006026,Nie,Nie,,,,,10
Prešov,Nižná Šebastová,Agátová,15198 ,   2      ,rodinný dom,2020,Nie,Agátová 15198/2,08006,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7102139836,Nie,Nie,,,03.03.2020,,10
Prešov,Nižná Šebastová,Agátová, 7348 ,   3      ,rodinný dom,1995,Nie,Agátová 7348/3,08006,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,5407018991,Nie,Nie,,,,,10
Prešov,Nižná Šebastová,Agátová,14836 ,  12      ,rodinný dom,2017,Nie,Agátová 14836/12,08006,Áno,Obvod III. - smer na Sabinov a Nižná Šebastová,7101629139,Nie,Nie,,,16.01.2018,,10
Prešov,Prešov,Alexandra Matušku, 6321 ,   1      ,bytový dom,1980,Nie,Alexandra Matušku 6321/1,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587487,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6414 ,   2      ,bytový dom,1984,Nie,Alexandra Matušku 6414/2,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587586,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6321 ,   3      ,bytový dom,1980,Nie,Alexandra Matušku 6321/3,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587498,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6414 ,   4      ,bytový dom,1984,Nie,Alexandra Matušku 6414/4,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587597,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6321 ,   5      ,bytový dom,1980,Nie,Alexandra Matušku 6321/5,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587509,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6414 ,   6      ,bytový dom,1984,Nie,Alexandra Matušku 6414/6,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587608,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6409 ,   7      ,bytový dom,1981,Nie,Alexandra Matušku 6409/7,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",3458751A,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6414 ,   8      ,bytový dom,1984,Nie,Alexandra Matušku 6414/8,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587619,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6409 ,   9      ,bytový dom,1981,Nie,Alexandra Matušku 6409/9,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587520,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6414 ,  10      ,bytový dom,1984,Nie,Alexandra Matušku 6414/10,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",3458762A,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6409 ,  11      ,bytový dom,1981,Nie,Alexandra Matušku 6409/11,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587531,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6414 ,  12      ,bytový dom,1984,Nie,Alexandra Matušku 6414/12,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587630,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6409 ,  13      ,bytový dom,1981,Nie,Alexandra Matušku 6409/13,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587542,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6410 ,  14      ,bytový dom,1981,Nie,Alexandra Matušku 6410/14,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587553,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6410 ,  16      ,bytový dom,1981,Nie,Alexandra Matušku 6410/16,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587564,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 6410 ,  18      ,bytový dom,1981,Nie,Alexandra Matušku 6410/18,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587575,Nie,Nie,,,,,9
Prešov,Prešov,Alexandra Matušku, 8851 ,,garáž,1998,Nie,Alexandra Matušku súp. č. 8851,08001,Nie,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",6701031524,Nie,Nie,,,,,7
Prešov,Prešov,Alexandra Matušku, 8852 ,,garáž,1998,Nie,Alexandra Matušku súp. č. 8852,08001,Nie,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",6701031535,Nie,Nie,,,,,7
Prešov,Prešov,Alexandra Matušku, 8873 ,,transformačná stanica,,Nie,Alexandra Matušku súp. č. 8873,08001,Nie,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",6701031744,Nie,Nie,,,,,18
Prešov,Prešov,Alexeja Duchoňa,14541 ,   1      ,rodinný dom,2015,Nie,Alexeja Duchoňa 14541/1,08001,Áno,Obvod I.  - Sídlisko III.,10252649,Nie,Nie,,,04.12.2015,,10
Prešov,Prešov,Alexeja Duchoňa,14282 ,   2      ,rodinný dom,2014,Nie,Alexeja Duchoňa 14282/2,08001,Áno,Obvod I.  - Sídlisko III.,700189720A,Nie,Nie,,,24.02.2014,,10
Prešov,Prešov,Alexeja Duchoňa,14276 ,   3      ,rodinný dom,2014,Nie,Alexeja Duchoňa 14276/3,08001,Áno,Obvod I.  - Sídlisko III.,7001896429,Nie,Nie,,,30.01.2014,,10
Prešov,Prešov,Alexeja Duchoňa,14284 ,   4      ,rodinný dom,2014,Nie,Alexeja Duchoňa 14284/4,08001,Áno,Obvod I.  - Sídlisko III.,7001897221,Nie,Nie,,,16.02.2014,,10
Prešov,Prešov,Alexeja Duchoňa,14270 ,   5      ,rodinný dom,2014,Nie,Alexeja Duchoňa 14270/5,08001,Áno,Obvod I.  - Sídlisko III.,7001876915,Nie,Nie,,,23.01.2014,,10
Prešov,Prešov,Alexeja Duchoňa,14566 ,   6      ,rodinný dom,2015,Nie,Alexeja Duchoňa 14566/6,08001,Áno,Obvod I.  - Sídlisko III.,10353013,Nie,Nie,,,18.01.2016,,10
Prešov,Prešov,Alexeja Duchoňa,14304 ,   7      ,rodinný dom,2014,Nie,Alexeja Duchoňa 14304/7,08001,Áno,Obvod I.  - Sídlisko III.,700195660A,Nie,Nie,,,,,10
Prešov,Prešov,Alexeja Duchoňa,14538 ,   8      ,rodinný dom,2015,Nie,Alexeja Duchoňa 14538/8,08001,Áno,Obvod I.  - Sídlisko III.,10244025,Nie,Nie,,,02.12.2015,,10
Prešov,Prešov,Alexeja Duchoňa,14503 ,  10      ,rodinný dom,2015,Nie,Alexeja Duchoňa 14503/10,08001,Áno,Obvod I.  - Sídlisko III.,1014016,Nie,Nie,,,06.10.2015,,10
Prešov,Prešov,Alexeja Duchoňa,14285 ,,garáž,2014,Nie,Alexeja Duchoňa súp. č. 14285,08001,Nie,Obvod I.  - Sídlisko III.,7001897232,Nie,Nie,,,26.02.2014,,7
Prešov,Prešov,Alexeja Duchoňa,14537 ,,garáž,2015,Nie,Alexeja Duchoňa súp. č. 14537,08001,Nie,Obvod I.  - Sídlisko III.,10236875,Nie,Nie,,,02.12.2015,,7
Prešov,Prešov,Antona Prídavka, 4846 ,   1      ,materská škola,1975,Nie,Antona Prídavka 4846/1,08001,Nie,Obvod I.  - Sídlisko III.,2556630A,Nie,Nie,,,,,11
Prešov,Prešov,Antona Prídavka, 4847 ,   2      ,bytový dom,1975,Nie,Antona Prídavka 4847/2,08001,Áno,Obvod I.  - Sídlisko III.,25566310,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka,14831 ,   3      ,polyfunkčný objekt CRESCO,2018,Nie,Antona Prídavka 14831/3,08001,Áno,Obvod I.  - Sídlisko III.,7101726159,Nie,Nie,,,21.12.2017,,22
Prešov,Prešov,Antona Prídavka, 4847 ,   4      ,bytový dom,1975,Nie,Antona Prídavka 4847/4,08001,Áno,Obvod I.  - Sídlisko III.,25566321,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka,14831 ,   5      ,polyfunkčný objekt CRESCO,2018,Nie,Antona Prídavka 14831/5,08001,Áno,Obvod I.  - Sídlisko III.,7101616632,Nie,Nie,,,21.12.2017,,22
Prešov,Prešov,Antona Prídavka, 4847 ,   6      ,bytový dom,1975,Nie,Antona Prídavka 4847/6,08001,Áno,Obvod I.  - Sídlisko III.,25566332,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka,14831 ,   7      ,polyfunkčný objekt CRESCO,2018,Nie,Antona Prídavka 14831/7,08001,Áno,Obvod I.  - Sídlisko III.,7101617996,Nie,Nie,,,21.12.2017,,22
Prešov,Prešov,Antona Prídavka, 4847 ,   8      ,bytový dom,1975,Nie,Antona Prídavka 4847/8,08001,Áno,Obvod I.  - Sídlisko III.,25566343,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka, 4847 ,  10      ,bytový dom,1975,Nie,Antona Prídavka 4847/10,08001,Áno,Obvod I.  - Sídlisko III.,25566354,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka, 4847 ,  12      ,bytový dom,1975,Nie,Antona Prídavka 4847/12,08001,Áno,Obvod I.  - Sídlisko III.,25566365,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka, 4848 ,  14      ,bytový dom,1974,Nie,Antona Prídavka 4848/14,08001,Áno,Obvod I.  - Sídlisko III.,25566376,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka, 4848 ,  16      ,bytový dom,1974,Nie,Antona Prídavka 4848/16,08001,Áno,Obvod I.  - Sídlisko III.,25566387,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka, 4848 ,  18      ,bytový dom,1974,Nie,Antona Prídavka 4848/18,08001,Áno,Obvod I.  - Sídlisko III.,25566398,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka, 4848 ,  20      ,bytový dom,1974,Nie,Antona Prídavka 4848/20,08001,Áno,Obvod I.  - Sídlisko III.,25566409,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka, 4849 ,  22      ,bytový dom,1975,Nie,Antona Prídavka 4849/22,08001,Áno,Obvod I.  - Sídlisko III.,2556641A,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka, 4850 ,  24      ,bytový dom,1975,Nie,Antona Prídavka 4850/24,08001,Áno,Obvod I.  - Sídlisko III.,25566420,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka, 4851 ,  26      ,bytový dom,1975,Nie,Antona Prídavka 4851/26,08001,Áno,Obvod I.  - Sídlisko III.,25566431,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka, 4852 ,  28      ,bytový dom,1975,Nie,Antona Prídavka 4852/28,08001,Áno,Obvod I.  - Sídlisko III.,25566453,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka, 4853 ,  30      ,bytový dom,1975,Nie,Antona Prídavka 4853/30,08001,Áno,Obvod I.  - Sídlisko III.,25566475,Nie,Nie,,,,,9
Prešov,Prešov,Antona Prídavka,11049 ,,transformačnú stanicu,1974,Nie,Antona Prídavka súp. č. 11049,08001,Nie,Obvod I.  - Sídlisko III.,6701035385,Nie,Nie,,,,,18
Prešov,Prešov,Antona Prídavka,13107 ,,materská škola,1975,Nie,Antona Prídavka súp. č. 13107,08001,Nie,Obvod I.  - Sídlisko III.,7000709078,Nie,Nie,,,,,11
Prešov,Prešov,Antona Prídavka,13108 ,,materská škola,1975,Nie,Antona Prídavka súp. č. 13108,08001,Nie,Obvod I.  - Sídlisko III.,7000709089,Nie,Nie,,,,,11
Prešov,Solivar,Arm. gen. Svobodu,14103 ,   1      ,rodinný dom,2012,Nie,Arm. gen. Svobodu 14103/1,08001,Áno,Obvod V.  - Solivar a Šváby,7001513882,Nie,Nie,,,24.01.2013,,10
Prešov,Solivar,Arm. gen. Svobodu,14618 ,   1A     ,rodinný dom,2016,Nie,Arm. gen. Svobodu 14618/1A,08001,Áno,Obvod V.  - Solivar a Šváby,7101209698,Nie,Nie,,,15.08.2016,,9
Prešov,Solivar,Arm. gen. Svobodu,14702 ,   1B     ,rodinný dom,2017,Nie,Arm. gen. Svobodu 14702/1B,08001,Áno,Obvod V.  - Solivar a Šváby,7101399437,Nie,Nie,,,21.02.2017,,10
Prešov,Prešov,Arm. gen. Svobodu, 6314 ,   2      ,bytový dom,1980,Nie,Arm. gen. Svobodu 6314/2,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587179,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu,12675 ,   2A     ,administratívno-obchodná budova,2005,Nie,Arm. gen. Svobodu 12675/2A,08001,Nie,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",7000301341,Nie,Nie,,,,,15
Prešov,Solivar,Arm. gen. Svobodu,14074 ,   3      ,rodinný dom,2012,Nie,Arm. gen. Svobodu 14074/3,08001,Áno,Obvod V.  - Solivar a Šváby,7001471257,Nie,Nie,,,16.11.2012,,10
Prešov,Prešov,Arm. gen. Svobodu, 6314 ,   4      ,bytový dom,1980,Nie,Arm. gen. Svobodu 6314/4,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",3458718A,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6314 ,   6      ,bytový dom,1980,Nie,Arm. gen. Svobodu 6314/6,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587190,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6315 ,   8      ,bytový dom,1981,Nie,Arm. gen. Svobodu 6315/8,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587201,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6315 ,  10      ,bytový dom,1981,Nie,Arm. gen. Svobodu 6315/10,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587212,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6316 ,  12      ,bytový dom,1980,Nie,Arm. gen. Svobodu 6316/12,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587223,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6316 ,  14      ,bytový dom,1980,Nie,Arm. gen. Svobodu 6316/14,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587234,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6316 ,  16      ,bytový dom,1980,Nie,Arm. gen. Svobodu 6316/16,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587245,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6316 ,  18      ,bytový dom,1980,Nie,Arm. gen. Svobodu 6316/18,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587256,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu,13909 ,  19      ,centrum obchodu a služieb,2011,Nie,Arm. gen. Svobodu 13909/19,08001,Nie,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",7001305498,Nie,Nie,,,26.08.2011,,14
Prešov,Prešov,Arm. gen. Svobodu, 6316 ,  20      ,bytový dom,1980,Nie,Arm. gen. Svobodu 6316/20,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587267,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu,13832 ,  21      ,centrum obchodu a služieb,2011,Nie,Arm. gen. Svobodu 13832/21,08001,Nie,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",7001229466,Nie,Nie,,,,,14
Prešov,Prešov,Arm. gen. Svobodu, 6316 ,  22      ,bytový dom,1980,Nie,Arm. gen. Svobodu 6316/22,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34587278,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu,13561 ,  23      ,centrum obchodu a služieb,2009,Nie,Arm. gen. Svobodu 13561/23,08001,Nie,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",7001045557,Nie,Nie,,,,,14
Prešov,Prešov,Arm. gen. Svobodu, 6443 ,  24      ,bytový dom,1982,Nie,Arm. gen. Svobodu 6443/24,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34588059,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu,14815 ,  25      ,obchodno zábavné centrum Eperia,2017,Nie,Arm. gen. Svobodu 14815/25,08001,Nie,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",7101592344,Nie,Nie,,,22.11.2017,,14
Prešov,Prešov,Arm. gen. Svobodu, 6445 ,  26      ,bytový dom,1980,Nie,Arm. gen. Svobodu 6445/26,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",3458806A,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu,15547 ,  27      ,budova obchodu a služieb,2022,Nie,Arm. gen. Svobodu 15547/27,08001,Nie,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",7102668199,Nie,Nie,,,07.03.2022,,14
Prešov,Prešov,Arm. gen. Svobodu, 6460 ,  28      ,bytový dom,1982,Nie,Arm. gen. Svobodu 6460/28,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34588246,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6460 ,  30      ,bytový dom,1982,Nie,Arm. gen. Svobodu 6460/30,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34588257,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6460 ,  32      ,bytový dom,1982,Nie,Arm. gen. Svobodu 6460/32,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34588268,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6460 ,  34      ,bytový dom,1982,Nie,Arm. gen. Svobodu 6460/34,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34588279,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6460 ,  36      ,bytový dom,1982,Nie,Arm. gen. Svobodu 6460/36,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",3458828A,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6461 ,  38      ,bytový dom,1982,Nie,Arm. gen. Svobodu 6461/38,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34588290,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6461 ,  40      ,bytový dom,1982,Nie,Arm. gen. Svobodu 6461/40,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34588301,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 6461 ,  42      ,bytový dom,1982,Nie,Arm. gen. Svobodu 6461/42,08001,Áno,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",34588312,Nie,Nie,,,,,9
Prešov,Prešov,Arm. gen. Svobodu, 8162 ,  44      ,čerpacia stanica PHM,1997,Nie,Arm. gen. Svobodu 8162/44,08001,Nie,"Obvod VI. - časť sídl. Sekčov, stavby 1-4",6701008985,Nie,Nie,,,,,18
Prešov,Šalgovík,Astrová,14777 ,   2      ,rodinný dom,2017,Nie,Astrová 14777/2,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7101577395,Nie,Nie,,,10.08.2017,,10
Prešov,Šalgovík,Astrová,15525 ,   3      ,rodinný dom,2021,Nie,Astrová 15525/3,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102618919,Nie,Nie,,,22.12.2021,,10
Prešov,Šalgovík,Astrová,15521 ,   6      ,rodinný dom,2021,Nie,Astrová 15521/6,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102614673,Nie,Nie,,,17.12.2021,,10
Prešov,Šalgovík,Astrová,14762 ,  10      ,rodinný dom,2017,Nie,Astrová 14762/10,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",710150682A,Nie,Nie,,,27.06.2017,,10
Prešov,Šalgovík,Astrová,15162 ,  12      ,rodinný dom,2019,Nie,Astrová 15162/12,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102096859,Nie,Nie,,,09.01.2020,,10
Prešov,Šalgovík,Astrová,14994 ,  14      ,rodinný dom,2018,Nie,Astrová 14994/14,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7101866475,Nie,Nie,,,11.01.2019,,10
Prešov,Šalgovík,Astrová,14745 ,  15      ,rodinný dom,2017,Nie,Astrová 14745/15,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7101490649,Nie,Nie,,,01.06.2017,,10
Prešov,Šalgovík,Astrová,15333 ,  17      ,rodinný dom,2021,Nie,Astrová 15333/17,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102390273,Nie,Nie,,,29.01.2021,,10
Prešov,Šalgovík,Astrová,14758 ,  18      ,rodinný dom,2017,Nie,Astrová 14758/18,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",710150506A,Nie,Nie,,,23.06.2017,,10
Prešov,Šalgovík,Astrová,14735 ,  22      ,rodinný dom,2017,Nie,Astrová 14735/22,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7101434208,Nie,Nie,,,,,10
Prešov,Šalgovík,Astrová,14756 ,  28      ,rodinný dom,2017,Nie,Astrová 14756/28,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7101500494,Nie,Nie,,,19.06.2017,,10
Prešov,Šalgovík,Astrová,15519 ,  29      ,rodinný dom,2021,Nie,Astrová 15519/29,08001,Áno,"Obvod VII. - časť sídl. Sekčov, stavby 5-7 a Šalgovík",7102614464,Nie,Nie,,,17.12.2021,,10
